date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:37:35	11632/11632	---MCZ	200	added ('OK')	application/javascript	etag:W/%222d70-195061196b8%22	https://itbyjayce.durablesites.com/_next/static/chunks/925.3545f658b57e4489.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/925.3545f658b57e4489.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:35	8064/8064	---MCZ	200	added ('OK')	application/javascript	etag:W/%221f80-195061196b4%22	https://itbyjayce.durablesites.com/_next/static/chunks/7530.5de2131297c112cd.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/7530.5de2131297c112cd.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:35	16442/16442	---MCZ	200	added ('OK')	application/javascript	etag:W/%22403a-195061196b4%22	https://itbyjayce.durablesites.com/_next/static/chunks/9910.0ec7cb579ec94b9e.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/9910.0ec7cb579ec94b9e.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:35	61428/61428	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eff4-195061196b8%22	https://itbyjayce.durablesites.com/_next/static/chunks/120-9aa0e12b8112f0af.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/120-9aa0e12b8112f0af.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:35	34233/34233	---MCZ	200	added ('OK')	application/javascript	etag:W/%2285b9-195061196b8%22	https://itbyjayce.durablesites.com/_next/static/chunks/5676-a1560051dc3b6202.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/5676-a1560051dc3b6202.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:36	11040/11040	---MCZ	200	added ('OK')	application/javascript	etag:W/%222b20-195061196b8%22	https://itbyjayce.durablesites.com/_next/static/chunks/8346.184120abeb334640.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/8346.184120abeb334640.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:36	24621/24621	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602d-195061196b4%22	https://itbyjayce.durablesites.com/_next/static/chunks/8589.eea9a32cd270be2a.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/8589.eea9a32cd270be2a.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:36	6561/6561	---MCZ	200	added ('OK')	application/javascript	etag:W/%2219a1-195061196b4%22	https://itbyjayce.durablesites.com/_next/static/chunks/webpack-96073729791bab9e.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/webpack-96073729791bab9e.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:36	130002/130002	---MCZ	200	added ('OK')	application/javascript	etag:W/%221fbd2-195061196b8%22	https://itbyjayce.durablesites.com/_next/static/chunks/framework-d805b48c0466ba30.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/framework-d805b48c0466ba30.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:37	124745/124745	---MCZ	200	added ('OK')	application/javascript	etag:W/%221e749-195061196b0%22	https://itbyjayce.durablesites.com/_next/static/chunks/main-d23a437884bebb8d.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/main-d23a437884bebb8d.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:37	73179/73179	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211ddb-195061196b0%22	https://itbyjayce.durablesites.com/_next/static/chunks/pages/_app-e4dda47183cac0dc.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/pages/_app-e4dda47183cac0dc.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:37	616457/616457	---MCZ	200	added ('OK')	application/javascript	etag:W/%2296809-195061196b8%22	https://itbyjayce.durablesites.com/_next/static/chunks/4550-f943ef8bad4fcbab.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/4550-f943ef8bad4fcbab.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:37	109610/109610	---MCZ	200	added ('OK')	application/javascript	etag:W/%221ac2a-195061196b8%22	https://itbyjayce.durablesites.com/_next/static/chunks/1942-be78bead1018cf2d.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/1942-be78bead1018cf2d.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:37	28779/28779	---MCZ	200	added ('OK')	application/javascript	etag:W/%22706b-195061196b4%22	https://itbyjayce.durablesites.com/_next/static/chunks/pages/%5B%5B...slug%5D%5D-4fd2a549c0568b2e.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/chunks/pages/[[...slug]]-4fd2a549c0568b2e.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:38	2030/2030	---MCZ	200	added ('OK')	application/javascript	etag:W/%227ee-195061196b0%22	https://itbyjayce.durablesites.com/_next/static/TN_z-hZ9bmP8lk0wMaaPR/_buildManifest.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/TN_z-hZ9bmP8lk0wMaaPR/_buildManifest.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:38	77/77	---MCZ	200	added ('OK')	application/javascript	etag:W/%224d-195061196b0%22	https://itbyjayce.durablesites.com/_next/static/TN_z-hZ9bmP8lk0wMaaPR/_ssgManifest.js	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/static/TN_z-hZ9bmP8lk0wMaaPR/_ssgManifest.js	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:38	68500/68500	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Feb%202025%2012:37:39%20GMT	https://itbyjayce.durablesites.com/	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/index.html	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:38	477956/477956	---M--	200	added ('OK')	image/jpeg	etag:%225ffac352e8c14dcd935f6e21ebfa5a5b%22	https://cdn.durable.co/getty/17MV5cTeyzI5zYEkF5JzP7mCaVK58AAKEGquPw9bgvhj0TtP9Hvim1jL9z0tthxF.jpeg	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/getty/17MV5cTeyzI5zYEkF5JzP7mCaVK58AAKEGquPw9bgvhj0TtP9Hvim1jL9z0tthxF.jpg	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:38	2304227/2304227	---M--	200	added ('OK')	image/jpeg	etag:%22769051bf1c8ebcd22efafb53e38381f7%22	https://cdn.durable.co/getty/3bqAOxbmLsfoKrstODjKACW0Nx9UtWqx7Ehv8H6chzWfMKsZOVPrJplLOvW1vXm7.jpeg	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/getty/3bqAOxbmLsfoKrstODjKACW0Nx9UtWqx7Ehv8H6chzWfMKsZOVPrJplLOvW1vXm7.jpg	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:39	2834530/2834530	---M--	200	added ('OK')	image/jpeg	etag:%22298bdab49dbfd0f359c2967b014c8f5a%22	https://cdn.durable.co/getty/3ahpkz7PmOH9MG8mUH85O5GSjJsxG69gcV0hrImTt6tOpbLpVdvTXIYfEJ69wmOk.jpeg	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/getty/3ahpkz7PmOH9MG8mUH85O5GSjJsxG69gcV0hrImTt6tOpbLpVdvTXIYfEJ69wmOk.jpg	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:39	1769/1769	---M--	200	added ('OK')	image/png	etag:%22743ccb829cb44235c3a7313ee8cc5b13%22	https://cdn.durable.co/assets/logo-showcase/logo-ipsum-1.png	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/assets/logo-showcase/logo-ipsum-1.png	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:39	2434/2434	---M--	200	added ('OK')	image/png	etag:%22c22d6f1e0a8f0d42d433982fc2393ea1%22	https://cdn.durable.co/assets/logo-showcase/logo-ipsum-2.png	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/assets/logo-showcase/logo-ipsum-2.png	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:39	4163/4163	---M--	200	added ('OK')	image/png	etag:%223e938f395d67fbc2be49030cad4b631c%22	https://cdn.durable.co/assets/logo-showcase/logo-ipsum-3.png	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/assets/logo-showcase/logo-ipsum-3.png	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:40	2139/2139	---M--	200	added ('OK')	image/png	etag:%22275f206480c136f56665fd32bc495c95%22	https://cdn.durable.co/assets/logo-showcase/logo-ipsum-4.png	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/assets/logo-showcase/logo-ipsum-4.png	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:40	2951/2951	---M--	200	added ('OK')	image/png	etag:%22e70a3897e60c44abd100bbc1b0f287fc%22	https://cdn.durable.co/assets/logo-showcase/logo-ipsum-5.png	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/assets/logo-showcase/logo-ipsum-5.png	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:40	6020/6020	---M--	200	added ('OK')	image/png	etag:%226032b01ad78b63942349f8dd4bece0e9%22	https://cdn.durable.co/assets/logo-showcase/logo-ipsum-6.png	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/assets/logo-showcase/logo-ipsum-6.png	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:40	6357/6357	---M--	200	added ('OK')	image/png	etag:%22a6f2466abf035e588d03bd06dadfa41f%22	https://cdn.durable.co/assets/logo-showcase/logo-ipsum-7.png	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/assets/logo-showcase/logo-ipsum-7.png	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:40	4245/4245	---M--	200	added ('OK')	image/png	etag:%22b128860e6e6d3672c8c6e9953c53de04%22	https://cdn.durable.co/assets/logo-showcase/logo-ipsum-8.png	C:/My%20Web%20Sites/itbyjayce/cdn.durable.co/assets/logo-showcase/logo-ipsum-8.png	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:41	58/58	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2017%20Feb%202025%2012:37:41%20GMT	https://itbyjayce.durablesites.com/%22https://static.thenounproject.com/png/636949-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/636949-200.png_	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:41	11897/11897	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Feb%202025%2012:37:42%20GMT	https://itbyjayce.durablesites.com/%22https:/static.thenounproject.com/png/636949-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/636949-200.html	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:41	58/58	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2017%20Feb%202025%2012:37:42%20GMT	https://itbyjayce.durablesites.com/%22https://static.thenounproject.com/png/694952-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/694952-200.png_	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:41	11897/11897	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Feb%202025%2012:37:42%20GMT	https://itbyjayce.durablesites.com/%22https:/static.thenounproject.com/png/694952-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/694952-200.html	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:42	58/58	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2017%20Feb%202025%2012:37:42%20GMT	https://itbyjayce.durablesites.com/%22https://static.thenounproject.com/png/564713-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/564713-200.png_	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:42	11897/11897	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Feb%202025%2012:37:43%20GMT	https://itbyjayce.durablesites.com/%22https:/static.thenounproject.com/png/564713-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/564713-200.html	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:42	58/58	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2017%20Feb%202025%2012:37:43%20GMT	https://itbyjayce.durablesites.com/%22https://static.thenounproject.com/png/199534-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/199534-200.png_	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:42	11897/11897	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Feb%202025%2012:37:43%20GMT	https://itbyjayce.durablesites.com/%22https:/static.thenounproject.com/png/199534-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/199534-200.html	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:42	58/58	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2017%20Feb%202025%2012:37:43%20GMT	https://itbyjayce.durablesites.com/%22https://static.thenounproject.com/png/518267-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/518267-200.png_	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:43	11897/11897	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Feb%202025%2012:37:43%20GMT	https://itbyjayce.durablesites.com/%22https:/static.thenounproject.com/png/518267-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/518267-200.html	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:43	58/58	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2017%20Feb%202025%2012:37:44%20GMT	https://itbyjayce.durablesites.com/%22https://static.thenounproject.com/png/353154-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/353154-200.png_	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:43	11897/11897	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Feb%202025%2012:37:44%20GMT	https://itbyjayce.durablesites.com/%22https:/static.thenounproject.com/png/353154-200.png%22	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_https_/static.thenounproject.com/png/353154-200.html	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:44	259607/259607	---M--	200	added ('OK')	image/jpeg	etag:hp-1OOqZwR1Emo0mN8+poD14V0tKTFREYhUTVjnH0yw=	https://itbyjayce.durablesites.com/_next/image?url=https%3A%2F%2Fcdn.durable.co%2Fgetty%2F32ZP35I6ZIvSFNnaXeV9PtAsITSAov8WGS3fZbBABR2fOwHpnvNcbTZj8vGCkljU.jpeg&w=1920&q=90	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/32ZP35I6ZIvSFNnaXeV9PtAsITSAov8WGS3fZbBABR2fOwHpnvNcbTZj8vGCkljU6662.jpeg	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:45	219160/219160	---M--	200	added ('OK')	image/jpeg	etag:6kB3TpzG6OCmjHFsAcccCOHTKluaBywYm6CGjlt88ko=	https://itbyjayce.durablesites.com/_next/image?url=https%3A%2F%2Fcdn.durable.co%2Fgetty%2F1cruXE85wthqyW5FlPvTG8DD26yQ1qSx5KABS5gTVmhej3oUar7AWSD1oxOhG8i5.jpeg&w=1920&q=90	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/1cruXE85wthqyW5FlPvTG8DD26yQ1qSx5KABS5gTVmhej3oUar7AWSD1oxOhG8i5d7e5.jpeg	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
13:37:46	182437/182437	---M--	200	added ('OK')	image/jpeg	etag:hYTgrJf7dlMEdXl06ztLjgYlFstEtJKZtFgLjgO3QSQ=	https://itbyjayce.durablesites.com/_next/image?url=https%3A%2F%2Fcdn.durable.co%2Fgetty%2F5PurimKfuEYXtdeXZZUU8NmrgKoGOv3OfI8XKE4zyVDhEVVz1dVQI37hzlW7GE5N.jpeg&w=1920&q=90	C:/My%20Web%20Sites/itbyjayce/itbyjayce.durablesites.com/_next/5PurimKfuEYXtdeXZZUU8NmrgKoGOv3OfI8XKE4zyVDhEVVz1dVQI37hzlW7GE5N3ee3.jpeg	(from https://itbyjayce.durablesites.com/?pt=NjdiMzJhYjdlNDkzMzlhNTBiY2VlYjRlOjE3Mzk3OTUxOTYuNzAzOnByZXZpZXc=)
